customer,recency,frequency,monetary_value,R_Quartile,F_Quartile,M_Quartile,RFMClass
21-186G-3864,378,52,25392.370000000003,4,3,3,433
21-186G-3867,399,9,3011.15,4,4,4,444
21-186G-3892,399,8,957.27,4,4,4,444
21-186G-3896,409,22,11087.64,4,4,4,444
21-186G-3898,374,85,47690.63000000001,4,2,2,422
21-186G-3899,368,27,8710.25,4,4,4,444
21-186G-390,368,85,47383.12000000001,4,2,2,422
21-186G-3903,375,11,5395.029999999999,4,4,4,444
21-186G-3912,375,19,6466.419999999998,4,4,4,444
21-186G-3913,367,42,26502.37,4,3,3,433
21-186G-3929,375,70,33598.19,4,2,3,423
21-186G-3931,2,52,29079.510000000002,1,3,3,133
21-186G-3934,7,45,26210.61999999999,2,3,3,233
21-186G-3939,10,85,54470.829999999994,2,2,2,222
21-186G-3941,3,111,81401.79000000001,1,1,1,111
21-186G-3960,0,160,133307.84,1,1,1,111
21-186G-3969,5,28,23521.320000000003,2,4,3,243
21-186G-3975,21,16,8513.890000000001,3,4,4,344
21-186G-3976,1,131,69192.03999999996,1,1,2,112
21-186G-3982,436,43,21393.260000000002,4,3,3,433
21-186G-3993,23,77,40312.679999999986,3,2,2,322
21-186G-3994,42,122,61517.04999999999,3,1,2,312
21-186G-3995,0,54,52809.850000000006,1,3,2,132
21-186G-3998,8,78,61333.67000000001,2,2,2,222
21-186G-40,37,71,71329.59000000003,3,2,1,321
21-186G-4003,79,13,8799.43,4,4,4,444
21-186G-4013,23,64,42569.09999999998,3,2,2,322
21-186G-4017,7,82,78007.76000000007,2,2,1,221
21-186G-402,3,74,84320.02999999998,1,2,1,121
21-186G-4021,1,128,120602.53000000004,1,1,1,111
21-186G-4026,384,12,2471.37,4,4,4,444
21-186G-4027,4,97,27147.900000000005,2,2,3,223
21-186G-4029,22,32,33545.909999999996,3,4,3,343
21-186G-403,8,19,22097.510000000002,2,4,3,243
21-186G-4030,3,55,57669.320000000014,1,3,2,132
21-186G-4043,3,74,16288.160000000007,1,2,4,124
21-186G-4044,6,93,20409.290000000008,2,2,3,223
21-186G-405,10,24,7311.649999999998,2,4,4,244
21-186G-4050,2,129,35151.31000000002,1,1,3,113
21-186G-4059,1,198,143420.58,1,1,1,111
21-186G-4060,7,49,17976.350000000002,2,3,4,234
21-186G-4063,0,33,12346.3,1,3,4,134
21-186G-4076,16,52,46942.99999999998,3,3,2,332
21-186G-4078,375,21,18435.93,4,4,3,443
21-186G-4079,0,83,41673.24999999998,1,2,2,122
21-186G-4081,367,42,21404.25,4,3,3,433
21-186G-4082,372,47,19637.939999999995,4,3,3,433
21-186G-4087,3,30,25877.32999999999,1,4,3,143
21-186G-4091,23,66,67075.69,3,2,2,322
21-186G-4094,0,16,10880.8,1,4,4,144
21-186G-4095,12,56,27115.14,3,3,3,333
21-186G-4105,16,14,4825.93,3,4,4,344
21-186G-4109,65,76,29141.309999999998,4,2,3,423
21-186G-411,423,16,5730.909999999999,4,4,4,444
21-186G-4113,3,106,72425.85000000002,1,1,1,111
21-186G-4114,376,46,26066.72,4,3,3,433
21-186G-4131,4,53,18047.92,2,3,4,234
21-186G-4134,121,11,3837.6900000000005,4,4,4,444
21-186G-4136,0,46,16787.459999999995,1,3,4,134
21-186G-414,365,28,12163.759999999993,4,4,4,444
21-186G-4149,11,26,11285.83,2,4,4,244
21-186G-4164,12,106,34659.04,3,1,3,313
21-186G-4169,17,15,7303.860000000001,3,4,4,344
21-186G-4171,1,170,95856.4,1,1,1,111
21-186G-4172,41,8,10090.39,3,4,4,344
21-186G-4175,54,58,62827.0,4,3,2,432
21-186G-4179,371,31,9427.619999999999,4,4,4,444
21-186G-4187,420,27,8596.520000000002,4,4,4,444
21-186G-419,7,118,55537.590000000055,2,1,2,212
21-186G-4193,17,66,16825.21,3,2,4,324
21-186G-4196,4,43,11581.999999999998,2,3,4,234
21-186G-4202,366,32,5740.899999999999,4,4,4,444
21-186G-4207,368,197,39443.34000000003,4,1,2,412
21-186G-421,369,38,6746.61,4,3,4,434
21-186G-4211,378,21,5141.2699999999995,4,4,4,444
21-186G-4213,0,86,16546.140000000007,1,2,4,124
21-186G-4216,14,55,7348.840000000004,3,3,4,334
21-186G-4218,17,49,9246.970000000007,3,3,4,334
21-186G-4219,4,30,4675.410000000001,2,4,4,244
21-186G-4223,0,104,18081.440000000006,1,1,4,114
21-186G-4226,384,63,12199.769999999995,4,2,4,424
21-186G-4227,387,36,8368.239999999996,4,3,4,434
21-186G-4231,452,12,1888.48,4,4,4,444
21-186G-4237,382,60,9763.049999999996,4,2,4,424
21-186G-4243,366,89,15944.609999999999,4,2,4,424
21-186G-427,5,148,65185.899999999994,2,1,2,212
21-186G-4271,3,73,61407.16999999999,1,2,2,122
21-186G-4287,17,100,46966.110000000015,3,2,2,322
21-186G-429,6,21,12478.490000000002,2,4,4,244
21-186G-4291,15,60,41787.12000000001,3,2,2,322
21-186G-4292,366,72,55924.62000000001,4,2,2,422
21-186G-430,408,26,19603.550000000003,4,4,3,443
21-186G-4302,7,86,69892.05999999998,2,2,1,221
21-186G-4313,142,39,30019.770000000008,4,3,3,433
21-186G-4314,0,60,45230.69999999999,1,2,2,122
21-186G-4315,82,8,4576.79,4,4,4,444
21-186G-4317,3,65,46344.959999999985,1,2,2,122
21-186G-4318,17,183,139003.95999999996,3,1,1,311
21-186G-4327,2,29,17101.719999999998,1,4,4,144
21-186G-4328,16,25,14912.050000000001,3,4,4,344
21-186G-433,370,177,114151.76999999995,4,1,1,411
21-186G-4331,371,42,25138.3,4,3,3,433
21-186G-4335,14,34,18529.8,3,3,3,333
21-186G-4337,0,216,81549.98,1,1,1,111
21-186G-4351,18,128,182669.1,3,1,1,311
21-186G-436,369,24,41045.96000000001,4,4,2,442
21-186G-4366,22,28,28642.29,3,4,3,343
21-186G-4375,0,151,79909.23999999998,1,1,1,111
21-186G-4377,0,68,57881.38,1,2,2,122
21-186G-438,19,70,45718.82999999999,3,2,2,322
21-186G-4381,10,95,145637.04,2,2,1,221
21-186G-4384,371,20,37404.24,4,4,2,442
21-186G-439,184,22,11876.85,4,4,4,444
21-186G-4395,15,27,25583.149999999998,3,4,3,343
21-186G-4397,34,36,26978.81,3,3,3,333
21-186G-4398,102,11,7831.34,4,4,4,444
21-186G-4399,45,25,22733.050000000003,3,4,3,343
21-186G-4406,115,62,51346.05,4,2,2,422
21-186G-441,375,53,40752.70000000001,4,3,2,432
21-186G-4415,157,15,12190.840000000002,4,4,4,444
21-186G-4417,131,11,5120.53,4,4,4,444
21-186G-442,73,105,65259.08,4,1,2,412
21-186G-4420,121,19,11603.28,4,4,4,444
21-186G-4422,38,38,22919.26,3,3,3,333
21-186G-4426,73,36,19453.33,4,3,3,433
21-186G-4432,19,84,77674.27,3,2,1,321
21-186G-4435,9,27,72749.44,2,4,1,241
21-186G-4440,3,75,162918.70999999996,1,2,1,121
21-186G-4442,0,242,235381.99000000014,1,1,1,111
21-186G-4455,403,45,23358.869999999995,4,3,3,433
21-186G-4457,403,52,32833.59,4,3,3,433
21-186G-4462,415,31,17938.27,4,4,4,444
21-186G-4464,403,50,29134.229999999996,4,3,3,433
21-186G-4465,2,72,84901.69,1,2,1,121
21-186G-4466,8,51,58171.959999999985,2,3,2,232
21-186G-447,2,160,108927.57,1,1,1,111
21-186G-4480,6,134,189951.77000000014,2,1,1,211
21-186G-4481,5,61,39147.579999999994,2,2,2,222
21-186G-4484,37,61,35632.64,3,2,3,323
21-186G-4485,10,20,21294.41,2,4,3,243
21-186G-4486,469,17,18570.79,4,4,3,443
21-186G-4490,9,64,25433.88,2,2,3,223
21-186G-4497,2,42,19649.500000000007,1,3,3,133
21-186G-4499,9,97,40901.52000000001,2,2,2,222
21-186G-45,369,49,20915.209999999995,4,3,3,433
21-186G-4500,164,82,28377.989999999987,4,2,3,423
21-186G-4502,12,9,3726.9999999999995,3,4,4,344
21-186G-4507,30,28,9402.500000000002,3,4,4,344
21-186G-4511,54,58,19073.460000000003,4,3,3,433
21-186G-4514,30,28,13051.160000000003,3,4,4,344
21-186G-4517,3,137,61544.27000000003,1,1,2,112
21-186G-4520,382,41,18717.99,4,3,3,433
21-186G-4522,370,25,10165.95,4,4,4,444
21-186G-4526,9,58,32491.94,2,3,3,233
21-186G-4530,2,79,58326.15,1,2,2,122
21-186G-4532,5,80,44954.600000000006,2,2,2,222
21-186G-4541,4,21,7434.250000000001,2,4,4,244
21-186G-4547,367,9,2449.69,4,4,4,444
21-186G-4555,13,35,23094.82,3,3,3,333
21-186G-456,1,75,56426.69000000002,1,2,2,122
21-186G-4565,7,41,22710.559999999998,2,3,3,233
21-186G-4574,5,16,16805.85,2,4,4,244
21-186G-4575,37,59,60095.409999999996,3,3,2,332
21-186G-4588,366,24,12894.469999999998,4,4,4,444
21-186G-4591,232,36,39122.39000000001,4,3,2,432
21-186G-4594,20,54,66351.20999999999,3,3,2,332
21-186G-4597,7,66,78982.58000000002,2,2,1,221
21-186G-460,3,59,77681.95,1,3,1,131
21-186G-4604,12,33,26644.07,3,3,3,333
21-186G-4609,0,41,36651.89,1,3,3,133
21-186G-4615,1,97,75246.33999999997,1,2,1,121
21-186G-4617,18,36,20974.210000000003,3,3,3,333
21-186G-4627,381,26,15415.11,4,4,4,444
21-186G-4628,384,26,13926.430000000002,4,4,4,444
21-186G-464,121,28,15021.029999999997,4,4,4,444
21-186G-4645,61,22,13184.38,4,4,4,444
21-186G-4647,64,78,48205.85,4,2,2,422
21-186G-467,60,22,13527.23,4,4,4,444
21-186G-4687,367,122,75962.68999999997,4,1,1,411
21-186G-4695,3,26,19058.05,1,4,3,143
21-186G-4698,1,46,39801.53,1,3,2,132
21-186G-470,1,64,57840.080000000016,1,2,2,122
21-186G-4701,365,32,29942.93,4,4,3,443
21-186G-4708,43,28,17584.24,3,4,4,344
21-186G-4711,10,19,12219.530000000002,2,4,4,244
21-186G-4731,409,9,6373.27,4,4,4,444
21-186G-4733,32,22,11148.720000000001,3,4,4,344
21-186G-4754,13,39,44331.50000000001,3,3,2,332
21-186G-4761,183,10,4048.66,4,4,4,444
21-186G-4763,32,59,31372.750000000004,3,3,3,333
21-186G-4764,17,53,35466.09,3,3,3,333
21-186G-4766,8,46,39220.68,2,3,2,232
21-186G-477,1,220,161703.91999999995,1,1,1,111
21-186G-4772,1,281,173307.7300000001,1,1,1,111
21-186G-4773,4,48,59183.34000000001,2,3,2,232
21-186G-4783,366,33,54837.73999999999,4,3,2,432
21-186G-4786,20,23,17047.5,3,4,4,344
21-186G-4790,15,61,52770.18,3,2,2,322
21-186G-4802,4,52,47058.90000000001,2,3,2,232
21-186G-4804,8,21,20233.220000000005,2,4,3,243
21-186G-4805,1,60,55527.799999999974,1,2,2,122
21-186G-4807,2,116,99157.51999999997,1,1,1,111
21-186G-4812,366,12,9311.779999999999,4,4,4,444
21-186G-4817,7,39,45588.039999999986,2,3,2,232
21-186G-482,19,31,37939.979999999996,3,4,2,342
21-186G-4822,375,16,19196.71,4,4,3,443
21-186G-4826,399,11,12025.359999999999,4,4,4,444
21-186G-4828,0,20,15481.930000000002,1,4,4,144
21-186G-4829,15,27,13100.1,3,4,4,344
21-186G-4840,387,16,8196.79,4,4,4,444
21-186G-4849,365,86,42823.26000000002,4,2,2,422
21-186G-485,3,98,49227.68999999999,1,2,2,122
21-186G-4857,19,11,6395.89,3,4,4,344
21-186G-4863,11,36,20148.58000000001,2,3,3,233
21-186G-4864,371,4,1926.09,4,4,4,444
21-186G-4867,53,81,70524.44999999995,4,2,1,421
21-186G-4874,382,30,25374.16,4,4,3,443
21-186G-4902,368,84,7499.70999999999,4,2,4,424
21-186G-4909,9,152,62660.82999999998,2,1,2,212
21-186G-4917,42,18,6601.32,3,4,4,344
21-186G-4920,371,65,23946.33,4,2,3,423
21-186G-4923,370,50,13154.289999999999,4,3,4,434
21-186G-493,1,73,42182.12000000001,1,2,2,122
21-186G-4937,3,63,43973.99000000002,1,2,2,122
21-186G-4940,389,23,9417.390000000001,4,4,4,444
21-186G-4976,7,113,38246.00000000002,2,1,2,212
21-186G-4987,104,38,13727.4,4,3,4,434
21-186G-5,381,22,10285.33,4,4,4,444
21-186G-5000,369,86,33652.95,4,2,3,423
21-186G-508,388,9,4747.0,4,4,4,444
21-186G-518,7,64,38709.15999999999,2,2,2,222
21-186G-520,9,67,50287.93,2,2,2,222
21-186G-544,13,114,64182.98000000002,3,1,2,312
21-186G-550,3,98,33797.060000000005,1,2,3,123
21-186G-562,20,42,11872.469999999998,3,3,4,334
21-186G-565,12,40,11942.570000000002,3,3,4,334
21-186G-578,15,95,63503.29000000002,3,2,2,322
21-186G-585,12,34,35462.35,3,3,3,333
21-186G-587,9,73,76107.78000000001,2,2,1,221
21-186G-589,46,103,73319.98000000003,3,1,1,311
21-186G-598,36,16,7420.579999999999,3,4,4,344
21-186G-599,5,50,27510.139999999992,2,3,3,233
21-186G-605,1,113,73565.83000000002,1,1,1,111
21-186G-606,0,159,146292.75,1,1,1,111
21-186G-607,9,75,78100.25999999997,2,2,1,221
21-186G-612,51,53,50637.65,4,3,2,432
21-186G-620,43,32,9858.160000000002,3,4,4,344
21-186G-627,12,23,6588.28,3,4,4,344
21-186G-637,7,35,7634.829999999998,2,3,4,234
21-186G-640,2,25,6336.04,1,4,4,144
21-186G-641,3,61,15419.490000000003,1,2,4,124
21-186G-642,39,14,3076.8599999999997,3,4,4,344
21-186G-653,1,84,25685.64,1,2,3,123
21-186G-655,31,3,1014.37,3,4,4,344
21-186G-67,1,51,13428.22,1,3,4,134
21-186G-675,9,57,29438.99,2,3,3,233
21-186G-688,1,45,18918.43,1,3,3,133
21-186G-690,39,21,15508.47,3,4,4,344
21-186G-691,8,21,15434.76,2,4,4,244
21-186G-703,377,47,29677.93,4,3,3,433
21-186G-704,8,51,36165.71,2,3,3,233
21-186G-707,0,59,31277.339999999997,1,3,3,133
21-186G-715,7,23,6853.47,2,4,4,244
21-186G-725,12,125,36168.329999999994,3,1,3,313
21-186G-732,0,131,53609.02000000001,1,1,2,112
21-186G-734,29,10,4679.569999999999,3,4,4,344
21-186G-740,8,29,10981.18,2,4,4,244
21-186G-741,138,6,3185.2100000000005,4,4,4,444
21-186G-745,92,58,23571.040000000005,4,3,3,433
21-186G-748,367,37,12842.929999999998,4,3,4,434
21-186G-759,373,27,9993.68,4,4,4,444
21-186G-761,365,48,16652.07,4,3,4,434
21-186G-766,368,77,35623.970000000016,4,2,3,423
21-186G-770,14,50,17328.6,3,3,4,334
21-186G-771,4,85,119339.27000000003,2,2,1,221
21-186G-775,2,34,28724.480000000003,1,3,3,133
21-186G-789,8,24,25906.61000000001,2,4,3,243
21-186G-791,5,49,71266.39999999998,2,3,1,231
21-186G-8,376,33,42305.689999999995,4,3,2,432
21-186G-804,2,44,15283.099999999995,1,3,4,134
21-186G-811,9,17,6848.43,2,4,4,244
21-186G-814,4,19,8128.419999999999,2,4,4,244
21-186G-816,54,44,12183.730000000001,4,3,4,434
21-186G-829,408,13,5276.56,4,4,4,444
21-186G-833,379,37,10791.279999999999,4,3,4,434
21-186G-835,8,51,24855.960000000003,2,3,3,233
21-186G-839,15,6,5000.240000000001,3,4,4,344
21-186G-841,27,25,19882.120000000006,3,4,3,343
21-186G-850,72,2,1817.97,4,4,4,444
21-186G-860,11,36,27907.98,2,3,3,233
21-186G-871,371,16,14679.119999999997,4,4,4,444
21-186G-872,14,25,22033.069999999996,3,4,3,343
21-186G-875,0,25,26642.79,1,4,3,143
21-186G-896,14,11,15216.550000000001,3,4,4,344
21-186G-905,395,35,21215.88,4,3,3,433
21-186G-906,11,40,17507.300000000003,2,3,4,234
21-186G-912,15,21,9243.089999999998,3,4,4,344
21-186G-919,15,50,25421.159999999996,3,3,3,333
21-186G-923,27,37,14876.139999999998,3,3,4,334
21-186G-947,370,44,20465.780000000002,4,3,3,433
21-186G-95,366,59,29131.530000000006,4,3,3,433
21-186G-959,3,179,129947.05999999997,1,1,1,111
21-186G-972,2,126,821061.8000000006,1,1,1,111
21-186G-983,55,19,13797.939999999999,4,4,4,444
21-186G-984,386,10,5217.87,4,4,4,444
21-186G-986,15,44,47200.659999999996,3,3,2,332
21-186G-988,1,81,76643.68,1,2,1,121
21-186G-99,81,56,38996.87000000001,4,3,2,432
21-186Z-1,366,34,23939.109999999997,4,3,3,433
21-186Z-1002,7,79,43436.51999999997,2,2,2,222
21-186Z-103,9,35,16085.160000000007,2,3,4,234
21-186Z-104,1,36,22362.98,1,3,3,133
21-186Z-1044,43,32,18479.000000000004,3,4,3,343
21-186Z-1063,1,74,37821.54000000001,1,2,2,122
21-186Z-1067,171,32,20807.02,4,4,3,443
21-186Z-1069,52,45,45191.639999999985,4,3,2,432
21-186Z-107,8,106,156123.88,2,1,1,211
21-186Z-1081,18,80,169625.75000000003,3,2,1,321
21-186Z-1085,80,71,133122.98,4,2,1,421
21-186Z-110,50,77,40080.01000000001,4,2,2,422
21-186Z-1105,2,43,19691.599999999995,1,3,3,133
21-186Z-1107,44,4,1825.1,3,4,4,344
21-186Z-111,8,19,11126.1,2,4,4,244
21-186Z-112,13,19,11754.25,3,4,4,344
21-186Z-1121,99,25,12976.280000000002,4,4,4,444
21-186Z-1137,1,104,108320.37999999996,1,1,1,111
21-186Z-114,2,87,76997.92000000001,1,2,1,121
21-186Z-1158,14,56,47495.87999999999,3,3,2,332
21-186Z-1166,372,5,3967.9399999999996,4,4,4,444
21-186Z-117,66,49,23924.79,4,3,3,433
21-186Z-1175,12,152,94608.00000000009,3,1,1,311
21-186Z-1176,2,32,26585.339999999997,1,4,3,143
21-186Z-1182,13,65,54871.730000000025,3,2,2,322
21-186Z-1183,41,10,6957.610000000001,3,4,4,344
21-186Z-1186,34,4,3873.8399999999997,3,4,4,344
21-186Z-1187,12,34,44161.22000000001,3,3,2,332
21-186Z-1189,4,39,40524.380000000005,2,3,2,232
21-186Z-1194,46,124,118204.04,3,1,1,311
21-186Z-1195,13,19,21012.440000000002,3,4,3,343
21-186Z-120,0,23,14416.32,1,4,4,144
21-186Z-1204,21,59,46200.43999999999,3,3,2,332
21-186Z-1211,2,88,27781.82000000001,1,2,3,123
21-186Z-122,0,46,13980.510000000007,1,3,4,134
21-186Z-1228,18,29,9737.5,3,4,4,344
21-186Z-123,366,66,19588.07,4,2,3,423
21-186Z-1235,370,54,15652.229999999998,4,3,4,434
21-186Z-124,374,59,16185.339999999995,4,3,4,434
21-186Z-1247,367,138,40297.320000000036,4,1,2,412
21-186Z-125,380,48,54815.47,4,3,2,432
21-186Z-1250,371,88,86242.79000000008,4,2,1,421
21-186Z-1258,19,32,14627.92,3,4,4,344
21-186Z-1263,367,52,32712.64,4,3,3,433
21-186Z-1268,368,73,44534.17000000001,4,2,2,422
21-186Z-1270,122,64,34334.22999999999,4,2,3,423
21-186Z-1272,2,143,71373.58000000003,1,1,1,111
21-186Z-1274,18,77,47025.93,3,2,2,322
21-186Z-1277,18,127,82237.72999999998,3,1,1,311
21-186Z-129,19,9,3005.0699999999997,3,4,4,344
21-186Z-1301,1,84,50014.28000000001,1,2,2,122
21-186Z-1305,50,36,21719.650000000005,4,3,3,433
21-186Z-1312,2,47,38821.37999999999,1,3,2,132
21-186Z-1318,14,25,18946.46,3,4,3,343
21-186Z-1324,44,13,8824.78,3,4,4,344
21-186Z-1331,411,19,20560.559999999998,4,4,3,443
21-186Z-1343,63,40,16264.610000000002,4,3,4,434
21-186Z-1356,60,44,27772.57,4,3,3,433
21-186Z-1363,3,88,73488.37,1,2,1,121
21-186Z-1365,2,101,42541.739999999976,1,1,2,112
21-186Z-1369,7,44,21967.600000000002,2,3,3,233
21-186Z-1372,1,123,45308.05999999999,1,1,2,112
21-186Z-1379,5,27,11632.14,2,4,4,244
21-186Z-1384,2,26,10530.780000000002,1,4,4,144
21-186Z-1392,8,245,107644.35000000006,2,1,1,211
21-186Z-1394,371,26,11403.449999999997,4,4,4,444
21-186Z-1406,380,36,15755.610000000002,4,3,4,434
21-186Z-1415,6,23,10545.010000000002,2,4,4,244
21-186Z-143,0,121,52828.13999999999,1,1,2,112
21-186Z-1434,0,135,102762.69000000003,1,1,1,111
21-186Z-1440,7,73,53344.45999999998,2,2,2,222
21-186Z-1446,39,12,4006.16,3,4,4,344
21-186Z-1467,5,37,14356.029999999999,2,3,4,234
21-186Z-1479,128,7,5818.32,4,4,4,444
21-186Z-1483,7,17,8964.59,2,4,4,244
21-186Z-1484,15,49,21572.049999999996,3,3,3,333
21-186Z-1485,31,47,24040.259999999987,3,3,3,333
21-186Z-1488,66,18,7626.500000000001,4,4,4,444
21-186Z-1489,441,9,3369.7200000000007,4,4,4,444
21-186Z-1499,0,46,26961.450000000004,1,3,3,133
21-186Z-1500,0,54,34838.48000000001,1,3,3,133
21-186Z-1510,459,18,12880.260000000002,4,4,4,444
21-186Z-1511,29,22,17549.609999999997,3,4,4,344
21-186Z-1513,24,10,6445.64,3,4,4,344
21-186Z-1519,33,24,16182.74,3,4,4,344
21-186Z-1520,369,24,9096.330000000002,4,4,4,444
21-186Z-1523,389,17,10077.01,4,4,4,444
21-186Z-1524,381,15,9832.91,4,4,4,444
21-186Z-1525,35,25,14761.070000000002,3,4,4,344
21-186Z-1526,2,115,74722.48999999999,1,1,1,111
21-186Z-1527,192,44,26198.020000000004,4,3,3,433
21-186Z-1528,104,7,5851.88,4,4,4,444
21-186Z-1534,442,25,10959.779999999999,4,4,4,444
21-186Z-1545,2,107,86819.6600000001,1,1,1,111
21-186Z-1555,16,87,47234.390000000014,3,2,2,322
21-186Z-156,8,26,32978.29000000001,2,4,3,243
21-186Z-1571,1,74,43632.16000000003,1,2,2,122
21-186Z-1574,10,26,9658.6,2,4,4,244
21-186Z-1578,3,32,12164.749999999995,1,4,4,144
21-186Z-1599,2,56,20032.58,1,3,3,133
21-186Z-1600,23,34,7133.489999999999,3,3,4,334
21-186Z-163,9,173,34695.639999999985,2,1,3,213
21-186Z-1633,5,68,12045.519999999999,2,2,4,224
21-186Z-1634,12,43,7370.07,3,3,4,334
21-186Z-1640,446,3,500.90999999999997,4,4,4,444
21-186Z-1641,3,88,108249.81999999995,1,2,1,121
21-186Z-1643,30,46,72554.00000000001,3,3,1,331
21-186Z-1648,372,57,74170.13999999998,4,3,1,431
21-186Z-1653,5,29,30220.050000000003,2,4,3,243
21-186Z-1654,1,122,92090.80000000006,1,1,1,111
21-186Z-1663,367,22,19009.65,4,4,3,443
21-186Z-1672,28,57,47548.44999999999,3,3,2,332
21-186Z-1674,8,81,50444.56,2,2,2,222
21-186Z-1677,43,24,20687.43,3,4,3,343
21-186Z-1686,15,48,26927.07999999999,3,3,3,333
21-186Z-1731,7,53,28176.68,2,3,3,233
21-186Z-174,7,53,24723.799999999996,2,3,3,233
21-186Z-1755,379,36,15013.899999999998,4,3,4,434
21-186Z-1764,14,6,5499.889999999999,3,4,4,344
21-186Z-1771,4,31,27847.680000000008,2,4,3,243
21-186Z-1779,45,74,70677.75,3,2,1,321
21-186Z-1786,25,35,28690.969999999998,3,3,3,333
21-186Z-1790,19,11,10543.84,3,4,4,344
21-186Z-1792,9,46,37636.380000000005,2,3,2,232
21-186Z-1795,140,23,18536.22,4,4,3,443
21-186Z-1799,383,26,17225.839999999997,4,4,4,444
21-186Z-1801,58,85,72002.26000000004,4,2,1,421
21-186Z-1802,51,30,25377.48,4,4,3,443
21-186Z-1804,6,72,64936.91999999998,2,2,2,222
21-186Z-1805,15,86,62325.83999999999,3,2,2,322
21-186Z-1806,3,48,35404.420000000006,1,3,3,133
21-186Z-1807,1,22,23782.599999999995,1,4,3,143
21-186Z-1808,112,42,36361.700000000004,4,3,3,433
21-186Z-181,21,99,59737.04000000001,3,2,2,322
21-186Z-1810,41,31,20976.289999999997,3,4,3,343
21-186Z-1817,13,95,76892.67000000001,3,2,1,321
21-186Z-1818,33,61,52361.36999999999,3,2,2,322
21-186Z-1821,52,64,52373.98999999999,4,2,2,422
21-186Z-1822,105,27,12975.630000000003,4,4,4,444
21-186Z-1823,60,12,3756.1899999999996,4,4,4,444
21-186Z-1824,96,34,19101.11,4,3,3,433
21-186Z-1826,366,72,56563.31999999999,4,2,2,422
21-186Z-1830,371,32,20466.68,4,4,3,443
21-186Z-1842,2,62,36922.26999999998,1,2,3,123
21-186Z-1855,11,14,11646.210000000001,2,4,4,244
21-186Z-1860,160,5,2088.5,4,4,4,444
21-186Z-1878,2,48,28394.170000000002,1,3,3,133
21-186Z-1887,3,75,43857.68000000003,1,2,2,122
21-186Z-19,16,149,75592.46999999999,3,1,1,311
21-186Z-1914,122,3,4988.01,4,4,4,444
21-186Z-1915,11,117,68267.96,2,1,2,212
21-186Z-1918,2,166,124727.66000000003,1,1,1,111
21-186Z-192,36,37,34184.840000000004,3,3,3,333
21-186Z-1920,10,119,117649.76999999996,2,1,1,211
21-186Z-1924,136,29,96404.52,4,4,1,441
21-186Z-194,3,50,22845.320000000014,1,3,3,133
21-186Z-1956,369,32,28022.74,4,4,3,443
21-186Z-197,1,236,104408.1200000001,1,1,1,111
21-186Z-1983,367,60,27645.269999999997,4,2,3,423
21-186Z-199,11,25,17284.63,2,4,4,244
21-186Z-1991,18,14,12057.939999999999,3,4,4,344
21-186Z-200,2,50,39157.34,1,3,2,132
21-186Z-2011,44,21,15056.82,3,4,4,344
21-186Z-2023,2,126,113784.04000000001,1,1,1,111
21-186Z-203,25,72,84671.04000000002,3,2,1,321
21-186Z-2035,386,21,18670.260000000002,4,4,3,443
21-186Z-2041,59,50,64103.97999999998,4,3,2,432
21-186Z-2052,60,45,44460.419999999984,4,3,2,432
21-186Z-2053,392,18,15660.41,4,4,4,444
21-186Z-2066,100,55,32089.969999999994,4,3,3,433
21-186Z-2067,382,14,9402.249999999998,4,4,4,444
21-186Z-2068,375,45,29811.65,4,3,3,433
21-186Z-2069,216,29,20563.439999999995,4,4,3,443
21-186Z-2079,82,20,12058.33,4,4,4,444
21-186Z-2085,196,7,3634.2899999999995,4,4,4,444
21-186Z-2089,22,36,22886.999999999996,3,3,3,333
21-186Z-2093,1,61,42615.50000000001,1,2,2,122
21-186Z-2094,374,63,30035.060000000005,4,2,3,423
21-186Z-2095,82,12,10282.660000000002,4,4,4,444
21-186Z-2098,1,71,58964.860000000015,1,2,2,122
21-186Z-2100,4,128,55037.22,2,1,2,212
21-186Z-2101,17,24,13675.739999999998,3,4,4,344
21-186Z-2102,1,39,17224.320000000003,1,3,4,134
21-186Z-2105,5,16,9637.13,2,4,4,244
21-186Z-2111,5,3,2048.25,2,4,4,244
21-186Z-2113,10,246,112476.86999999995,2,1,1,211
21-186Z-2119,369,22,9875.63,4,4,4,444
21-186Z-2120,365,42,17294.899999999998,4,3,4,434
21-186Z-2121,9,84,37582.37999999999,2,2,2,222
21-186Z-2122,0,23,10851.07,1,4,4,144
21-186Z-2126,4,85,65876.68000000002,2,2,2,222
21-186Z-2130,4,27,18782.909999999996,2,4,3,243
21-186Z-2136,31,65,50577.93000000001,3,2,2,322
21-186Z-2138,28,46,32296.960000000003,3,3,3,333
21-186Z-2143,365,53,35517.26000000001,4,3,3,433
21-186Z-2146,3,176,177906.71999999988,1,1,1,111
21-186Z-2149,8,45,14827.259999999998,2,3,4,234
